ID,RIO,COORD- X,COORD- Y,PUNTO,AÑOS,Nivel 10,Nivel 9,Nivel 8,Nivel 7,Nivel 6,Nivel 5,Nivel 4,Nivel 3,Nivel 2,Nivel 1,RIQUEZA ABSOLUTA,DIVERSIDAD SEGÚN SHANNON,CALIDAD DEL AGUA SEGÚN SHANNON,,ÍNDICE BMWP/Col,ÍNDICE BMWP/Col.1,Clasificar
580,RIO BLANCO,-2.337242044,-72.17639222,P1,06/12/2020,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
581,RIO BLANCO,-2.357768293,-72.15378234,P2,09/12/2020,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
582,RIO YUQUIPA,-2.22436146,-77.8968613,P1,07/12/2020,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
583,RIO YUQUIPA,-2.235277876,-77.97472254,P2,07/12/2020,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
584,RIO YUQUIPA,-2.399194329,-72.1287497,P3,08/12/2020,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
585,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,09/12/2020,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
586,RIO KALAGLAS,-3.16994425,-72.55855563,P1,09/12/2020,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
587,RIO KALAGLAS,-3.220472257,-72.56086149,P2,10/12/2020,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
588,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,10/12/2020,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
589,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,07/04/2021,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
590,RIO UPANO,-2.130084284,-72.12424478,P1,07/04/2021,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
591,RIO UPANO,-2.328764298,-72.11299062,P2,07/04/2021,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
592,RIO UPANO,-2.231774521,-72.09417639,P3,06/04/2021,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
593,RIO BLANCO,-2.337242044,-72.17639222,P1,06/04/2021,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
594,RIO BLANCO,-2.357768293,-72.15378234,P2,10/04/2021,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
595,RIO YUQUIPA,-2.22436146,-77.8968613,P1,07/04/2021,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
596,RIO YUQUIPA,-2.235277876,-77.97472254,P2,07/04/2021,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
597,RIO YUQUIPA,-2.399194329,-72.1287497,P3,08/04/2021,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
598,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,12/04/2021,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
599,RIO KALAGLAS,-3.16994425,-72.55855563,P1,09/04/2021,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
600,RIO KALAGLAS,-3.220472257,-72.56086149,P2,10/04/2021,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
601,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,10/04/2021,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
602,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,06/09/2021,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
603,RIO UPANO,-2.130084284,-72.12424478,P1,06/09/2021,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
604,RIO UPANO,-2.328764298,-72.11299062,P2,06/09/2021,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
605,RIO UPANO,-2.231774521,-72.09417639,P3,06/09/2021,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
606,RIO BLANCO,-2.337242044,-72.17639222,P1,06/09/2021,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
607,RIO BLANCO,-2.357768293,-72.15378234,P2,10/09/2021,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
608,RIO YUQUIPA,-2.22436146,-77.8968613,P1,07/09/2021,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
609,RIO YUQUIPA,-2.235277876,-77.97472254,P2,07/09/2021,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
610,RIO YUQUIPA,-2.399194329,-72.1287497,P3,08/09/2021,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
611,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,12/09/2021,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
612,RIO KALAGLAS,-3.16994425,-72.55855563,P1,09/09/2021,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
613,RIO KALAGLAS,-3.220472257,-72.56086149,P2,10/09/2021,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
614,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,10/09/2021,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
615,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,06/12/2021,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
616,RIO UPANO,-2.130084284,-72.12424478,P1,06/12/2021,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
617,RIO UPANO,-2.328764298,-72.11299062,P2,06/12/2021,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
618,RIO UPANO,-2.231774521,-72.09417639,P3,06/12/2021,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
619,RIO BLANCO,-2.337242044,-72.17639222,P1,06/12/2021,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
620,RIO BLANCO,-2.357768293,-72.15378234,P2,10/12/2021,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
621,RIO YUQUIPA,-2.22436146,-77.8968613,P1,07/12/2021,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
622,RIO YUQUIPA,-2.235277876,-77.97472254,P2,07/12/2021,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
623,RIO YUQUIPA,-2.399194329,-72.1287497,P3,08/12/2021,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
624,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,09/12/2021,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
625,RIO KALAGLAS,-3.16994425,-72.55855563,P1,09/12/2021,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
626,RIO KALAGLAS,-3.220472257,-72.56086149,P2,10/12/2021,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
627,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,10/12/2021,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
628,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,07/04/2022,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
629,RIO UPANO,-2.130084284,-72.12424478,P1,07/04/2022,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
630,RIO UPANO,-2.328764298,-72.11299062,P2,07/04/2022,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
631,RIO UPANO,-2.231774521,-72.09417639,P3,06/04/2022,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
632,RIO BLANCO,-2.337242044,-72.17639222,P1,06/04/2022,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
633,RIO BLANCO,-2.357768293,-72.15378234,P2,11/04/2022,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
634,RIO YUQUIPA,-2.22436146,-77.8968613,P1,07/04/2022,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
635,RIO YUQUIPA,-2.235277876,-77.97472254,P2,07/04/2022,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
636,RIO YUQUIPA,-2.399194329,-72.1287497,P3,08/04/2022,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
637,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,13/04/2022,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
638,RIO KALAGLAS,-3.16994425,-72.55855563,P1,09/04/2022,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
639,RIO KALAGLAS,-3.220472257,-72.56086149,P2,10/04/2022,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
640,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,10/04/2022,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
641,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,06/09/2022,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
642,RIO UPANO,-2.130084284,-72.12424478,P1,06/09/2022,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
643,RIO UPANO,-2.328764298,-72.11299062,P2,06/09/2022,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
644,RIO UPANO,-2.231774521,-72.09417639,P3,06/09/2022,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
645,RIO BLANCO,-2.337242044,-72.17639222,P1,06/09/2022,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
646,RIO BLANCO,-2.357768293,-72.15378234,P2,11/09/2022,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
647,RIO YUQUIPA,-2.22436146,-77.8968613,P1,07/09/2022,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
648,RIO YUQUIPA,-2.235277876,-77.97472254,P2,07/09/2022,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
649,RIO YUQUIPA,-2.399194329,-72.1287497,P3,08/09/2022,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
650,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,13/09/2022,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
651,RIO KALAGLAS,-3.16994425,-72.55855563,P1,09/09/2022,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
652,RIO KALAGLAS,-3.220472257,-72.56086149,P2,10/09/2022,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
653,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,10/09/2022,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
654,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,06/12/2022,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
655,RIO UPANO,-2.130084284,-72.12424478,P1,06/12/2022,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
656,RIO UPANO,-2.328764298,-72.11299062,P2,06/12/2022,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
657,RIO UPANO,-2.231774521,-72.09417639,P3,06/12/2022,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
658,RIO BLANCO,-2.337242044,-72.17639222,P1,06/12/2022,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
659,RIO BLANCO,-2.357768293,-72.15378234,P2,11/12/2022,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
660,RIO YUQUIPA,-2.22436146,-77.8968613,P1,07/12/2022,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
661,RIO YUQUIPA,-2.235277876,-77.97472254,P2,07/12/2022,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
662,RIO YUQUIPA,-2.399194329,-72.1287497,P3,08/12/2022,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
663,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,09/12/2022,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
664,RIO KALAGLAS,-3.16994425,-72.55855563,P1,09/12/2022,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
665,RIO KALAGLAS,-3.220472257,-72.56086149,P2,10/12/2022,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
666,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,11/12/2022,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
667,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,07/04/2023,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
668,RIO UPANO,-2.130084284,-72.12424478,P1,07/04/2023,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
669,RIO UPANO,-2.328764298,-72.11299062,P2,07/04/2023,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
670,RIO UPANO,-2.231774521,-72.09417639,P3,06/04/2023,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
671,RIO BLANCO,-2.337242044,-72.17639222,P1,06/04/2023,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
672,RIO BLANCO,-2.357768293,-72.15378234,P2,12/04/2023,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
673,RIO YUQUIPA,-2.22436146,-77.8968613,P1,07/04/2023,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
674,RIO YUQUIPA,-2.235277876,-77.97472254,P2,07/04/2023,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
675,RIO YUQUIPA,-2.399194329,-72.1287497,P3,08/04/2023,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
676,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,14/04/2023,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
677,RIO KALAGLAS,-3.16994425,-72.55855563,P1,09/04/2023,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
678,RIO KALAGLAS,-3.220472257,-72.56086149,P2,10/04/2023,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
679,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,10/04/2023,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
680,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,06/09/2023,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
681,RIO UPANO,-2.130084284,-72.12424478,P1,06/09/2023,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
682,RIO UPANO,-2.328764298,-72.11299062,P2,06/09/2023,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
683,RIO UPANO,-2.231774521,-72.09417639,P3,06/09/2023,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
684,RIO BLANCO,-2.337242044,-72.17639222,P1,06/09/2023,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
685,RIO BLANCO,-2.357768293,-72.15378234,P2,12/09/2023,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
686,RIO YUQUIPA,-2.22436146,-77.8968613,P1,07/09/2023,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
687,RIO YUQUIPA,-2.235277876,-77.97472254,P2,07/09/2023,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
688,RIO YUQUIPA,-2.399194329,-72.1287497,P3,08/09/2023,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
689,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,14/09/2023,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
690,RIO KALAGLAS,-3.16994425,-72.55855563,P1,09/09/2023,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
691,RIO KALAGLAS,-3.220472257,-72.56086149,P2,10/09/2023,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
692,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,10/09/2023,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
693,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,06/12/2023,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
694,RIO UPANO,-2.130084284,-72.12424478,P1,06/12/2023,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
695,RIO UPANO,-2.328764298,-72.11299062,P2,06/12/2023,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
696,RIO UPANO,-2.231774521,-72.09417639,P3,06/12/2023,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
697,RIO BLANCO,-2.337242044,-72.17639222,P1,06/12/2023,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
698,RIO BLANCO,-2.357768293,-72.15378234,P2,12/12/2023,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
699,RIO YUQUIPA,-2.22436146,-77.8968613,P1,07/12/2023,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
700,RIO YUQUIPA,-2.235277876,-77.97472254,P2,07/12/2023,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
701,RIO YUQUIPA,-2.399194329,-72.1287497,P3,08/12/2023,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
702,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,09/12/2023,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
703,RIO KALAGLAS,-3.16994425,-72.55855563,P1,09/12/2023,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
704,RIO KALAGLAS,-3.220472257,-72.56086149,P2,11/12/2023,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
705,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,11/12/2023,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
706,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,03/01/2018,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
707,RIO TUTANANGOZA,-2.513867586,-72.37657422,P1,04/01/2018,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
708,RIO TUTANANGOZA,-2.5035468,-72.3405496,P2,10/01/2018,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
709,RIO TUTANANGOZA,-2.490667758,-72.22217165,P3,04/03/2018,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
710,RIO UPANO,-2.400588012,-72.1443607,P1,10/03/2018,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
711,RIO UPANO,-2.507369695,-72.14980472,P2,10/04/2018,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
712,RIO TUTANANGOZA,-2.513867586,-72.37657422,P1,15/04/2018,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
713,RIO TUTANANGOZA,-2.5035468,-72.3405496,P2,25/04/2018,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
714,RIO TUTANANGOZA,-2.490667758,-72.22217165,P3,07/05/2018,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
715,RIO UPANO,-2.400588012,-72.1443607,P1,10/05/2018,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
716,RIO UPANO,-2.507369695,-72.14980472,P2,03/06/2018,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
717,RIO TUTANANGOZA,-2.513867586,-72.37657422,P1,04/06/2018,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
718,RIO TUTANANGOZA,-2.5035468,-72.3405496,P2,10/07/2018,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
719,RIO TUTANANGOZA,-2.490667758,-72.22217165,P3,15/07/2018,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
720,RIO UPANO,-2.400588012,-72.1443607,P1,10/08/2018,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
721,RIO UPANO,-2.507369695,-72.14980472,P2,15/08/2018,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
722,RIO TUTANANGOZA,-2.513867586,-72.37657422,P1,20/08/2018,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
723,RIO TUTANANGOZA,-2.5035468,-72.3405496,P2,10/10/2018,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
724,RIO TUTANANGOZA,-2.490667758,-72.22217165,P3,13/10/2018,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
725,RIO UPANO,-2.400588012,-72.1443607,P1,10/11/2018,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
726,RIO UPANO,-2.507369695,-72.14980472,P2,03/01/2019,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
727,RIO TUTANANGOZA,-2.513867586,-72.37657422,P1,04/01/2019,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
728,RIO TUTANANGOZA,-2.5035468,-72.3405496,P2,10/01/2019,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
729,RIO TUTANANGOZA,-2.490667758,-72.22217165,P3,04/03/2019,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
