ID,RIO,COORD- X,COORD- Y,PUNTO,FECHA,FECHA,Temperatura,Ph,Oxigeno disuelto,Solidos_Totales,Nitratos,Fosfatos,Turbiedad,DBO5,Coliformes fecales,CALIDAD AGUA NSF,Clasificacion ,Clasificar
153,RIO HUASAGA,-2.63919923,-77.15375553,P3,2023//08/01,2023//08/01,20.8,7.1,6.9,103.65,4.9,1.01,1.95,15.2,800,49.9,Mala,3
154,RIO HUASAGA,-2.575119785,-77.17003232,P4,2023//08/01,2023//08/01,20.3,7.4,7.1,168.56,3.5,1.02,1.36,11.6,800,52.61,Regular,2
155,RIO HUASAGA,-2.524143278,-77.18293496,P5,2023//08/01,2023//08/01,21,7.1,8.5,128.23,2.9,1.01,1.74,12.4,500,53.97,Regular,2
156,RIO CHAPIZA,-2.880025048,-77.89806561,P1,2023//10/01,2023//10/01,19.7,7.05,9.26,95.8,3.5,0.99,1.85,15.8,900,51.15,Regular,2
157,RIO CHAPIZA,-2.806998637,-77.89395636,P2,2023//10/01,2023//10/01,19.9,7.4,6.01,63.19,6.8,0.69,1.61,16.1,1200,46.39,Mala,3
158,RIO CHAPIZA,-2.765864358,-77.89432128,P3,2023//10/01,2023//10/01,21.6,6.96,7.5,64.23,3.4,0.67,0.85,13.4,1100,52.03,Regular,2
159,RIO CHAPIZA,-2.714931297,-77.90954739,P4,2023//10/01,2023//10/01,20.6,6.85,9.36,63.59,3.8,0.69,0.93,12.7,600,55.13,Regular,2
160,RIO CHAPIZA,-2.693626541,-77.96585626,P5,2023//10/01,2023//10/01,20.4,6.96,8.6,89.5,4.9,0.28,0.85,11.2,800,58.21,Regular,2
161,RIO HUASAGA,-2.717752305,-77.0210032,P1,2023//09/05,2023//09/05,21.8,6.7,8.87,93.56,6.6,0.75,0.79,11.8,600,51.35,Regular,2
162,RIO HUASAGA,-2.671703638,-77.08952686,P2,2023//09/05,2023//09/05,21.4,6.4,8.69,100.05,4.9,0.56,1.85,15.6,900,50.02,Regular,2
163,RIO HUASAGA,-2.63919923,-77.15375553,P3,2023//09/05,2023//09/05,19.7,6.62,8.78,92.5,2.3,0.36,1.61,14.2,600,56.16,Regular,2
164,RIO HUASAGA,-2.575119785,-77.17003232,P4,2023//09/05,2023//09/05,19.9,7.1,6.23,63.2,3.9,0.95,0.85,12.9,600,51.17,Regular,2
165,RIO HUASAGA,-2.524143278,-77.18293496,P5,2023//09/05,2023//09/05,20.3,6.4,7.63,69.01,3.5,0.56,0.93,14.2,600,53.27,Regular,2
166,RIO CHAPIZA,-2.880025048,-77.89806561,P1,2023//11/05,2023//11/05,19.8,6.4,7.9,52.1,6.1,0.28,0.85,15.7,700,52.43,Regular,2
167,RIO CHAPIZA,-2.806998637,-77.89395636,P2,2023//11/05,2023//11/05,19.7,6.1,7.56,54.6,5.8,0.26,0.79,16.1,800,51.22,Regular,2
168,RIO CHAPIZA,-2.765864358,-77.89432128,P3,2023//11/05,2023//11/05,19.6,6.2,8.36,63.2,5.7,0.59,0.89,11.2,800,52.13,Regular,2
169,RIO CHAPIZA,-2.714931297,-77.90954739,P4,2023//11/05,2023//11/05,20.5,6.1,8.2,61.23,5.6,0.18,0.56,16.2,500,54.89,Regular,2
170,RIO CHAPIZA,-2.693626541,-77.96585626,P5,2023//11/05,2023//11/05,21.9,6.7,7.63,97.9,6.1,1.01,1.96,14.8,600,48.64,Mala,3
171,RIO ZAMORA,-3.170972429,-78.43166681,P1,2018//02/10,2018//02/10,19.8,7.2,8.9,54.25,3.5,0.34,0.85,13.5,1400,55.13,Regular,2
172,RIO ZAMORA,-3.492601776,-78.45224902,P2,2018//02/10,2018//02/10,20.5,6.9,7.26,60.36,4.7,0.53,1.06,12.4,900,52.57,Regular,2
173,RIO ZAMORA,-3.280416392,-78.45772185,P3,2018//02/10,2018//02/10,21.2,7.2,8.88,60.85,6.5,0.59,0.92,14.7,700,51.49,Regular,2
174,RIO ZAMORA,-3.315944022,-78.4748332,P4,2018//06/10,2018//06/10,21.8,7.3,8.04,74.45,4.7,0.35,0.99,12.4,800,55.15,Regular,2
175,RIO ZAMORA,-3.170972429,-78.43166681,P1,2018//06/10,2018//06/10,19.5,7.6,8.26,50.58,4.9,0.24,2.7,12.8,800,57.34,Regular,2
176,RIO ZAMORA,-3.168945391,-78.42966998,P2,2018//06/10,2018//06/10,19.9,7.7,8.35,53.25,5.2,0.43,1.15,13.9,1100,53.52,Regular,2
177,RIO ZAMORA,-3.280416392,-78.45772185,P3,2018//06/10,2018//06/10,20.1,8,8.14,70.85,6.1,0.49,1.95,14.9,1600,50.47,Regular,2
178,RIO ZAMORA,-3.315944022,-78.4748332,P4,2018//10/10,2018//10/10,20.9,7.8,8.81,96.45,5.6,0.25,0.46,14.7,1000,55.86,Regular,2
179,RIO ZAMORA,-3.170972429,-78.43166681,P1,2018//10/10,2018//10/10,20.1,7.5,8.67,56.56,4.8,0.51,0.69,14.5,900,54.04,Regular,2
180,RIO ZAMORA,-3.168945391,-78.42966998,P2,2018//10/10,2018//10/10,20.6,7.6,7.95,60.96,5.6,0.64,1.04,13.2,1300,52.04,Regular,2
181,RIO ZAMORA,-3.280416392,-78.45772185,P3,2018//10/10,2018//10/10,21.2,8,8.69,70.23,6.4,0.43,1.12,12.6,800,53.05,Regular,2
182,RIO ZAMORA,-3.315944022,-78.4748332,P4,2019//02/10,2019//02/10,22.1,7.3,8.73,90.99,5.3,0.51,1.73,14.8,600,53.09,Regular,2
183,RIO ZAMORA,-3.170972429,-78.43166681,P1,2019//02/10,2019//02/10,19.7,7.9,8.07,75.29,4.8,0.49,0.75,14.2,1600,51.79,Regular,2
184,RIO ZAMORA,-3.168945391,-78.42966998,P2,2019//02/10,2019//02/10,20.4,7.6,7.35,80.02,5.6,0.68,0.96,13.1,1100,51.56,Regular,2
185,RIO ZAMORA,-3.280416392,-78.45772185,P3,2019//02/10,2019//02/10,21.1,7.4,8.36,50.85,6.5,0.74,0.82,14.9,900,49.96,Mala,3
186,RIO ZAMORA,-3.315944022,-78.4748332,P4,2019//06/10,2019//06/10,21.7,7.3,8.13,64.45,4.9,0.5,0.89,13.1,1000,53.22,Regular,2
187,RIO ZAMORA,-3.170972429,-78.43166681,P1,2019//06/10,2019//06/10,19.5,7.8,8.95,101.86,4.9,0.39,2.6,13.5,800,54.68,Regular,2
188,RIO ZAMORA,-2.389665315,-78.44045815,P2,2019//06/10,2019//06/10,20.5,7.9,8.23,109.01,5.8,0.58,1.05,14.6,1300,51.2,Regular,2
189,RIO ZAMORA,-3.280416392,-78.45772185,P3,2019//06/10,2019//06/10,21.1,6.8,8.24,100.85,6.4,0.64,1.85,14.8,1800,47.95,Mala,3
190,RIO ZAMORA,-3.315944022,-78.4748332,P4,2019//10/10,2019//10/10,22.3,8,8.04,108.25,5.9,0.4,0.36,15,1200,50.84,Regular,2
191,RIO ZAMORA,-3.170972429,-78.43166681,P1,2019//10/10,2019//10/10,19.7,7.9,8.77,104.12,6.5,0.66,0.59,14.2,1100,50.53,Regular,2
192,RIO ZAMORA,-2.389665315,-78.44045815,P2,2019//10/10,2019//10/10,20.4,6.9,7.05,49.23,6.4,0.79,0.94,13.9,1500,48.46,Mala,3
193,RIO ZAMORA,-3.280416392,-78.45772185,P3,2019//10/10,2019//10/10,21.5,7.3,7.6,52.28,6.5,0.58,1.02,13.3,1000,50.83,Regular,2
194,RIO ZAMORA,-3.315944022,-78.4748332,P4,2020//02/10,2020//02/10,22.7,8,8.83,69.87,6.1,0.66,1.63,14.7,800,50.26,Regular,2
195,RIO ZAMORA,-3.170972429,-78.43166681,P1,2020//02/10,2020//02/10,19.6,7.2,7.52,93.29,4.7,0.42,1.05,13.3,1500,52.52,Regular,2
196,RIO ZAMORA,-3.168945391,-78.42966998,P2,2020//02/10,2020//02/10,20.4,7.8,7.8,98.02,6.5,0.61,1.26,12.2,1000,52.1,Regular,2
197,RIO ZAMORA,-3.280416392,-78.45772185,P3,2020//02/10,2020//02/10,21.5,7.6,8.81,68.85,5.8,0.67,1.12,14.5,800,51.37,Regular,2
198,RIO ZAMORA,-3.315944022,-78.4748332,P4,2020//06/10,2020//06/10,22.9,7.43,8.58,82.45,4.9,0.22,1.19,12.2,900,57.21,Regular,2
199,RIO ZAMORA,-3.170972429,-78.43166681,P1,2020//06/10,2020//06/10,19.8,8,7.92,98.74,5.6,0.11,2.9,12.6,900,57.91,Regular,2
200,RIO ZAMORA,-3.168945391,-78.42966998,P2,2020//06/10,2020//06/10,20.8,7.6,7.2,63.25,6.2,0.3,1.35,13.7,1200,53.32,Regular,2
201,RIO ZAMORA,-3.280416392,-78.45772185,P3,2020//06/10,2020//06/10,21.4,7.4,8.21,62.89,6.3,0.36,2.15,14.5,1700,50.74,Regular,2
202,RIO ZAMORA,-3.315944022,-78.4748332,P4,2020//10/10,2020//10/10,21.8,7.6,7.98,70.89,6.5,0.12,0.91,15,1100,54.96,Regular,2
203,RIO ZAMORA,-3.170972429,-78.43166681,P1,2020//10/10,2020//10/10,19.7,7.9,8.82,90.84,4.7,0.38,1.14,13.8,1000,54.31,Regular,2
204,RIO ZAMORA,-3.168945391,-78.42966998,P2,2020//10/10,2020//10/10,20.8,7.1,8.08,98.23,3.9,0.51,1.49,12.5,1400,54.43,Regular,2
205,RIO ZAMORA,-3.280416392,-78.45772185,P3,2020//10/10,2020//10/10,20.9,6.9,8.09,79.82,4.8,0.3,1.57,11.9,900,56.88,Regular,2
206,RIO ZAMORA,-3.315944022,-78.4748332,P4,2021//02/10,2021//02/10,21.5,6.9,7.86,63.13,5.4,0.38,2.18,14.9,700,52.69,Regular,2
207,RIO ZAMORA,-3.170972429,-78.43166681,P1,2021//02/10,2021//02/10,19.5,7.9,7.63,83.29,5.8,0.36,1.2,13.5,1700,51.36,Regular,2
208,RIO ZAMORA,-3.168945391,-78.42966998,P2,2021//02/10,2021//02/10,20.2,6.9,7.91,88.02,4.9,0.55,1.41,12.4,1200,53.09,Regular,2
209,RIO ZAMORA,-3.280416392,-78.45772185,P3,2021//02/10,2021//02/10,20.9,6.5,7.92,58.85,6.5,0.61,1.27,14.7,1000,49.98,Mala,3
210,RIO ZAMORA,-3.315944022,-78.4748332,P4,2021//06/10,2021//06/10,21.5,6.5,8.69,72.45,5.4,0.37,1.34,12.4,1100,52.44,Regular,2
211,RIO ZAMORA,-3.170972429,-78.43166681,P1,2021//06/10,2021//06/10,19.9,8,7.46,50.58,5.2,0.26,3.05,12.8,900,55.4,Regular,2
212,RIO ZAMORA,-3.168945391,-78.42966998,P2,2021//06/10,2021//06/10,20.8,7.6,7.74,53.25,4.9,0.45,1.5,13.9,1400,53.21,Regular,2
213,RIO ZAMORA,-3.280416392,-78.45772185,P3,2021//06/10,2021//06/10,20.9,7.7,8.75,70.85,4.8,0.51,2.3,15,1900,51.93,Regular,2
214,RIO ZAMORA,-3.315944022,-78.4748332,P4,2021//10/10,2021//10/10,21.6,7.2,8.52,96.45,5.3,0.27,0.81,14.4,1300,53.76,Regular,2
215,RIO ZAMORA,-3.170972429,-78.43166681,P1,2021//10/10,2021//10/10,19.7,7.3,7.29,56.56,5.8,0.53,1.04,14.5,1200,50.82,Regular,2
216,RIO ZAMORA,-3.168945391,-78.42966998,P2,2021//10/10,2021//10/10,20.4,7.8,7.57,60.96,5.5,0.66,1.39,13.2,1600,50.79,Regular,2
217,RIO ZAMORA,-3.280416392,-78.45772185,P3,2021//10/10,2021//10/10,20.9,7.8,7.58,70.23,6.4,0.45,1.47,12.6,1100,52.97,Regular,2
218,RIO ZAMORA,-3.315944022,-78.4748332,P4,2022//02/10,2022//02/10,21.4,7.5,8.35,85.45,4.9,0.53,2.08,14.8,900,52.41,Regular,2
219,RIO ZAMORA,-3.170972429,-78.43166681,P1,2022//02/10,2022//02/10,19.6,7.6,8.12,102.29,6.3,0.15,0.9,13.2,800,57.29,Regular,2
220,RIO ZAMORA,-3.168945391,-78.42966998,P2,2022//02/10,2022//02/10,20.1,7.7,7.4,107.02,6.4,0.47,1.11,12.1,1800,51.12,Regular,2
221,RIO ZAMORA,-3.280416392,-78.45772185,P3,2022//02/10,2022//02/10,20.8,8,8.41,77.85,6.5,0.53,0.97,14.4,1300,51.31,Regular,2
222,RIO ZAMORA,-3.315944022,-78.4748332,P4,2022//06/10,2022//06/10,21.3,7.8,8.18,91.45,6.2,0.29,1.04,12.1,1100,54.07,Regular,2
223,RIO ZAMORA,-3.170972429,-78.43166681,P1,2022//06/10,2022//06/10,19.8,7.4,8.79,68.85,6.1,0.18,2.75,12.5,1200,56.91,Regular,2
224,RIO ZAMORA,-3.168945391,-78.42966998,P2,2022//06/10,2022//06/10,20.3,7.5,7.23,82.45,5.4,0.37,1.2,13.6,1000,53.46,Regular,2
225,RIO ZAMORA,-3.280416392,-78.45772185,P3,2022//06/10,2022//06/10,21.1,8,8.24,109.01,5.5,0.43,2,14.9,1500,50.61,Regular,2
226,RIO ZAMORA,-3.315944022,-78.4748332,P4,2022//10/10,2022//10/10,22.5,7.6,8.01,100.85,5.7,0.19,0.51,11.4,2000,55.1,Regular,2
227,RIO ZAMORA,-3.170972429,-78.43166681,P1,2022//10/10,2022//10/10,19.7,7.5,8.78,108.25,4.9,0.45,0.74,14.2,1400,53.01,Regular,2
228,RIO ZAMORA,-3.168945391,-78.42966998,P2,2022//10/10,2022//10/10,20.4,7.6,7.06,104.12,5.7,0.58,1.09,12.9,1300,51.32,Regular,2
229,RIO ZAMORA,-3.280416392,-78.45772185,P3,2022//10/10,2022//10/10,21.4,7.9,8.07,49.23,6.5,0.37,1.17,12.3,1700,51.38,Regular,2
230,RIO ZAMORA,-3.315944022,-78.4748332,P4,2023//02/10,2023//02/10,21.9,7.3,7.84,52.28,6.4,0.45,1.78,12.7,1200,51.73,Regular,2
231,RIO ZAMORA,-3.170972429,-78.43166681,P1,2023//02/10,2023//02/10,19.5,7.9,8.62,69.87,5.5,0.43,1.2,12.9,1000,53.75,Regular,2
232,RIO ZAMORA,-3.168945391,-78.42966998,P2,2023//02/10,2023//02/10,20.4,7.5,7.96,80.02,5.7,0.62,1.41,11.8,900,53.75,Regular,2
233,RIO ZAMORA,-3.280416392,-78.45772185,P3,2023//02/10,2023//02/10,20.7,6.8,6.54,50.85,4.9,0.68,1.27,14.1,1900,48.63,Mala,3
234,RIO ZAMORA,-3.315944022,-78.4748332,P4,2023//06/10,2023//06/10,21.3,6.9,7.53,64.45,4.7,0.44,1.34,11.8,1400,52.71,Regular,2
235,RIO ZAMORA,-3.170972429,-78.43166681,P1,2023//06/10,2023//06/10,19.8,7.5,8.77,101.86,5.6,0.33,3.05,12.2,1200,54.57,Regular,2
236,RIO ZAMORA,-3.168945391,-78.42966998,P2,2023//06/10,2023//06/10,20.1,7.6,7.47,109.01,5.3,0.52,1.5,13.3,1300,52.06,Regular,2
237,RIO ZAMORA,-3.280416392,-78.45772185,P3,2023//06/10,2023//06/10,21.2,7.9,8.27,100.85,5.8,0.58,2.3,14.6,1100,50.49,Regular,2
238,RIO ZAMORA,-3.315944022,-78.4748332,P4,2018//02/05,2018//02/05,22.1,8,8.25,108.25,4.8,0.34,0.81,15,1600,51.39,Regular,2
239,RIO UPANO,-2.130084284,-78.12424478,P1,2018//02/05,2018//02/05,19.8,6.02,6.2,46.71,1.3,0.09,0.74,2,2500,61.74,Regular,2
240,RIO UPANO,-2.328764298,-78.11299062,P2,2018//02/05,2018//02/05,20,7.3,6.01,45.95,1.8,0.12,0.56,2.5,600,67.8,Regular,2
241,RIO UPANO,-2.231774521,-78.09417639,P3,2018//02/05,2018//02/05,20.5,6.5,6.5,52.25,2.1,0.56,1.5,3.8,800,59.08,Regular,2
242,RIO BLANCO,-2.337242044,-78.17639222,P1,2018//02/05,2018//02/05,20.8,6.9,6.08,57.23,3.4,0.07,1.05,9.8,700,61.01,Regular,2
243,RIO BLANCO,-2.357768293,-78.15378234,P2,2018//02/06,2018//02/06,21.4,7.1,7.2,68.95,2.6,0.84,0.85,2.7,2800,55.63,Regular,2
244,RIO YUQUIPA,-2.229761638,-78.05790705,P1,2018//02/06,2018//02/06,21.6,6.08,6.87,48.21,2.8,0.02,1.25,4.7,600,63.51,Regular,2
245,RIO YUQUIPA,-2.422662433,-78.11635141,P2,2018//02/06,2018//02/06,22.1,7.02,6.01,74.25,3.5,0.58,14.2,4.2,790,55.64,Regular,2
246,RIO YUQUIPA,-2.437366376,-78.12228671,P3,2018//02/07,2018//02/07,21.5,6.01,7.2,58.69,6.6,1.01,0.25,5.7,600,51.17,Regular,2
247,RIO PAN DE AZÚCAR,-3.106277981,-78.52513873,P1,2018//02/08,2018//02/08,20.8,7.12,7.1,46.89,2.8,0.05,6.58,2.8,1200,67.22,Regular,2
248,RIO KALAGLAS,-3.16994425,-78.55855563,P1,2018//02/08,2018//02/08,20.4,6.35,6.4,47.12,1.9,0.58,0.25,9.8,1400,53.28,Regular,2
249,RIO KALAGLAS,-3.220472257,-78.56086149,P2,2018//02/09,2018//02/09,20.3,6.58,6.7,97.23,6.1,0.56,1.2,11.1,800,51.58,Regular,2
250,RIO JURUMBAINO,-2.341250214,-78.13202757,P1,2018//02/09,2018//02/09,19.9,6.78,7.1,58.56,5.4,1.01,2.56,13.4,700,49.93,Mala,3
251,RIO JURUMBAINO,-2.268721819,-78.14844466,P2,2018//06/05,2018//06/05,19.7,6.52,6.5,49.05,3.4,0.25,1.58,14,600,54.74,Regular,2
252,RIO UPANO,-2.130084284,-78.12424478,P1,2018//06/05,2018//06/05,19.9,6.25,6.1,47.23,4.1,0.63,1.04,5.8,790,53.62,Regular,2
253,RIO UPANO,-2.328764298,-78.11299062,P2,2018//06/05,2018//06/05,20.4,7.03,6.08,74.12,2.9,0.05,0.85,2.7,680,67.01,Regular,2
254,RIO UPANO,-2.231774521,-78.09417639,P3,2018//06/05,2018//06/05,20.7,7.05,6.9,65.14,6.5,0.94,0.97,2.8,600,57.13,Regular,2
255,RIO BLANCO,-2.337242044,-78.17639222,P1,2018//06/05,2018//06/05,21.3,6.02,6.21,59.2,2.5,0.08,1.58,6.4,690,59.77,Regular,2
256,RIO BLANCO,-2.357768293,-78.15378234,P2,2018//06/06,2018//06/06,21.5,6.08,6.2,63.14,5.1,0.74,2.08,6.5,780,50.97,Regular,2
257,RIO YUQUIPA,-2.229761638,-78.05790705,P1,2018//06/06,2018//06/06,22,6.65,7.9,45.12,3.1,0.09,6.68,3.5,1000,64.55,Regular,2
258,RIO YUQUIPA,-2.422662433,-78.11635141,P2,2018//06/06,2018//06/06,21.4,6.25,7.3,78.12,3.8,0.24,12.4,4.4,2500,55.71,Regular,2
259,RIO YUQUIPA,-2.437366376,-78.12228671,P3,2018//06/07,2018//06/07,20.7,6.68,7.4,94.08,4.7,0.85,0.96,4.9,960,56.18,Regular,2
260,RIO PAN DE AZÚCAR,-3.106277981,-78.52513873,P1,2018//06/08,2018//06/08,20.3,6.02,6.5,87.2,4.4,0.07,0.78,8.3,600,59.18,Regular,2
261,RIO KALAGLAS,-3.16994425,-78.55855563,P1,2018//06/08,2018//06/08,20.2,7.1,6.2,90.11,3.8,0.75,1.58,6.58,1230,54.08,Regular,2
262,RIO KALAGLAS,-3.220472257,-78.56086149,P2,2018//06/09,2018//06/09,19.8,6.23,7.2,65.23,1.9,0.58,2.63,2.1,800,60.17,Regular,2
263,RIO JURUMBAINO,-2.341250214,-78.13202757,P1,2018//06/09,2018//06/09,19.6,6.98,7.1,57.32,5.8,0.45,1.24,5.4,690,57.84,Regular,2
264,RIO JURUMBAINO,-2.268721819,-78.14844466,P2,2018//10/05,2018//10/05,19.8,6.23,6.4,69.14,4.6,0.63,1.02,2.7,710,56,Regular,2
265,RIO UPANO,-2.130084284,-78.12424478,P1,2018//10/05,2018//10/05,19.5,7.1,6.7,81.09,3.5,0.12,2.36,3.9,600,64.41,Regular,2
266,RIO UPANO,-2.328764298,-78.11299062,P2,2018//10/05,2018//10/05,19.7,7.09,7.1,46.99,5.4,0.08,3.45,4.7,800,63.7,Regular,2
267,RIO UPANO,-2.231774521,-78.09417639,P3,2018//10/05,2018//10/05,20.2,7.01,6.5,48.73,6.8,0.56,2.16,2.1,1200,56.27,Regular,2
268,RIO BLANCO,-2.337242044,-78.17639222,P1,2018//10/05,2018//10/05,20.5,6.96,6.1,68.01,4.1,0.35,1.24,6.4,690,58.01,Regular,2
269,RIO BLANCO,-2.357768293,-78.15378234,P2,2018//10/06,2018//10/06,21.1,6.76,6.7,67.31,5.7,0.84,3.5,8.1,740,51.91,Regular,2
270,RIO YUQUIPA,-2.229761638,-78.05790705,P1,2018//10/06,2018//10/06,21.3,6.23,6.4,78.23,6.9,0.04,2.01,9.6,850,55.01,Regular,2
271,RIO YUQUIPA,-2.422662433,-78.11635141,P2,2018//10/06,2018//10/06,21.8,7.1,6.5,37.45,2.6,0.13,1.02,7.4,630,62.54,Regular,2
272,RIO YUQUIPA,-2.437366376,-78.12228671,P3,2018//10/07,2018//10/07,21.2,6.23,6.5,36.87,3.7,0.84,0.95,5.2,800,53.36,Regular,2
273,RIO PAN DE AZÚCAR,-3.106277981,-78.52513873,P1,2018//10/08,2018//10/08,20.5,6.04,7.1,41.25,6.1,0.73,0.64,2.8,680,55.35,Regular,2
274,RIO KALAGLAS,-3.16994425,-78.55855563,P1,2018//10/08,2018//10/08,20.1,7.05,7.2,61.02,2.4,0.41,0.74,9.1,750,58.66,Regular,2
275,RIO KALAGLAS,-3.220472257,-78.56086149,P2,2018//10/09,2018//10/09,20,7.1,6.9,39.45,3.6,0.02,1.48,7.4,800,64.14,Regular,2
276,RIO JURUMBAINO,-2.341250214,-78.13202757,P1,2018//10/09,2018//10/09,19.6,6.28,6.3,39.11,2.5,0.36,3.01,6.8,650,56.35,Regular,2
277,RIO JURUMBAINO,-2.268721819,-78.14844466,P2,2019//02/05,2019//02/05,19.4,6.58,6.8,47.95,3.8,0.65,1.56,2.1,900,57.75,Regular,2
278,RIO UPANO,-2.130084284,-78.12424478,P1,2019//02/05,2019//02/05,19.7,6.91,6.01,74.24,3.5,0.09,0.97,2.2,2520,61.12,Regular,2
279,RIO UPANO,-2.328764298,-78.11299062,P2,2019//02/05,2019//02/05,19.9,6.36,6.5,59.2,5.4,0.12,1.58,2.7,620,62.45,Regular,2
280,RIO UPANO,-2.231774521,-78.09417639,P3,2019//02/05,2019//02/05,20.4,7.08,6.08,63.14,6.8,0.56,2.08,4,820,55.36,Regular,2
281,RIO BLANCO,-2.337242044,-78.17639222,P1,2019//02/05,2019//02/05,20.7,7.07,7.2,45.12,4.1,0.07,6.68,10,720,62.08,Regular,2
282,RIO BLANCO,-2.357768293,-78.15378234,P2,2019//02/06,2019//02/06,21.3,6.78,6.87,78.12,5.7,0.56,12.4,2.9,2820,52.63,Regular,2
283,RIO YUQUIPA,-2.229761638,-78.05790705,P1,2019//02/06,2019//02/06,21.5,6.94,6.01,91.09,6.9,0.84,0.96,4.9,620,52.58,Regular,2
284,RIO YUQUIPA,-2.422662433,-78.11635141,P2,2019//02/06,2019//02/06,22,6.53,6.4,37.45,2.6,0.02,0.78,4.4,810,63.79,Regular,2
285,RIO YUQUIPA,-2.437366376,-78.12228671,P3,2019//02/07,2019//02/07,21.4,7.1,6.5,36.87,2.8,0.58,1.58,5.9,620,57.83,Regular,2
286,RIO PAN DE AZÚCAR,-3.106277981,-78.52513873,P1,2019//02/08,2019//02/08,20.7,7.3,6.8,41.25,1.9,1.01,2.63,3,1220,58.77,Regular,2
287,RIO KALAGLAS,-3.16994425,-78.55855563,P1,2019//02/08,2019//02/08,20.3,6.45,6.2,52.25,6.1,0.05,0.25,10,1420,55.48,Regular,2
288,RIO KALAGLAS,-3.220472257,-78.56086149,P2,2019//02/09,2019//02/09,20.2,6.87,6.4,57.23,5.4,0.58,1.2,11.1,820,52.27,Regular,2
289,RIO JURUMBAINO,-2.341250214,-78.13202757,P1,2019//02/09,2019//02/09,19.8,6.42,6.7,68.95,3.4,0.85,2.56,13.6,720,50.07,Regular,2
290,RIO JURUMBAINO,-2.268721819,-78.14844466,P2,2019//06/05,2019//06/05,19.6,7.08,7.1,48.21,4.1,0.07,1.58,14.2,620,59.16,Regular,2
291,RIO UPANO,-2.130084284,-78.12424478,P1,2019//06/05,2019//06/05,19.8,7.3,6.5,74.25,3.4,0.75,1.04,6,810,56.3,Regular,2
292,RIO UPANO,-2.328764298,-78.11299062,P2,2019//06/05,2019//06/05,20.3,6.25,6.1,52.32,4.1,0.58,0.85,2.9,700,56.56,Regular,2
293,RIO UPANO,-2.231774521,-78.09417639,P3,2019//06/05,2019//06/05,20.6,6.68,6.08,97.23,2.9,0.45,2.36,3,620,59.91,Regular,2
294,RIO BLANCO,-2.337242044,-78.17639222,P1,2019//06/05,2019//06/05,21.2,6.02,6.9,58.56,1.8,0.84,3.45,6.6,710,54.3,Regular,2
295,RIO BLANCO,-2.357768293,-78.15378234,P2,2019//06/06,2019//06/06,21.4,7.1,6.21,46.89,2.1,0.02,2.16,6.7,800,63.75,Regular,2
296,RIO YUQUIPA,-2.229761638,-78.05790705,P1,2019//06/06,2019//06/06,21.9,6.23,6.01,47.12,3.4,0.58,1.24,3.7,1020,54.35,Regular,2
297,RIO YUQUIPA,-2.422662433,-78.11635141,P2,2019//06/06,2019//06/06,21.3,6.28,6.5,97.23,2.6,1.01,3.5,4.6,2520,50.62,Regular,2
298,RIO YUQUIPA,-2.437366376,-78.12228671,P3,2019//06/07,2019//06/07,20.6,6.27,6.08,58.96,6.1,0.05,2.01,5.1,980,58.99,Regular,2
299,RIO PAN DE AZÚCAR,-3.106277981,-78.52513873,P1,2019//06/08,2019//06/08,20.2,6.58,7.2,65.14,5.4,0.58,1.02,8.5,620,55.02,Regular,2
300,RIO KALAGLAS,-3.16994425,-78.55855563,P1,2019//06/08,2019//06/08,20.1,6.91,6.87,59.2,3.4,0.56,6.58,6.78,1250,55.78,Regular,2
301,RIO KALAGLAS,-3.220472257,-78.56086149,P2,2019//06/09,2019//06/09,19.7,6.36,6.01,63.14,4.1,1.01,0.25,2.3,820,54.15,Regular,2
302,RIO JURUMBAINO,-2.341250214,-78.13202757,P1,2019//06/09,2019//06/09,19.5,7.08,7.2,45.12,2.9,0.25,1.2,5.6,710,62.77,Regular,2
303,RIO JURUMBAINO,-2.268721819,-78.14844466,P2,2019//10/05,2019//10/05,19.7,7.07,6.08,78.12,6.5,0.94,2.56,2.9,730,54.06,Regular,2
304,RIO UPANO,-2.130084284,-78.12424478,P1,2019//10/05,2019//10/05,19.4,6.78,7.2,36.87,2.8,0.08,1.58,4.1,620,66.44,Regular,2
305,RIO UPANO,-2.328764298,-78.11299062,P2,2019//10/05,2019//10/05,19.6,6.02,6.87,41.25,1.9,0.74,1.04,4.9,820,51.43,Regular,2
306,RIO UPANO,-2.231774521,-78.09417639,P3,2019//10/05,2019//10/05,20.1,6.08,6.01,61.02,6.1,0.09,0.85,2.3,1220,58.69,Regular,2
307,RIO BLANCO,-2.337242044,-78.17639222,P1,2019//10/05,2019//10/05,20.4,6.94,6.4,39.45,5.4,0.24,0.97,6.6,710,59.35,Regular,2
308,RIO BLANCO,-2.357768293,-78.15378234,P2,2019//10/06,2019//10/06,21,6.58,6.5,39.11,3.4,0.45,1.58,8.3,760,54.99,Regular,2
309,RIO YUQUIPA,-2.229761638,-78.05790705,P1,2019//10/06,2019//10/06,21.2,6.91,6.5,47.95,4.1,0.63,2.08,9.8,870,54.95,Regular,2
310,RIO YUQUIPA,-2.422662433,-78.11635141,P2,2019//10/06,2019//10/06,21.7,6.94,7.1,45.95,2.2,0.12,6.68,7.6,650,63.04,Regular,2
